@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 92\nSize of the tree: 183\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 87\nSize of the tree: 173\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 93\nSize of the tree: 185\n','Number of leaves: 83\nSize of the tree: 165\n','Number of leaves: 100\nSize of the tree: 199\n','Number of leaves: 99\nSize of the tree: 197\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 90\nSize of the tree: 179\n','Number of leaves: 86\nSize of the tree: 171\n','Number of leaves: 91\nSize of the tree: 181\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 103\nSize of the tree: 205\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 82\nSize of the tree: 163\n','Number of leaves: 85\nSize of the tree: 169\n','Number of leaves: 89\nSize of the tree: 177\n','Number of leaves: 107\nSize of the tree: 213\n','Number of leaves: 102\nSize of the tree: 203\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 106\nSize of the tree: 211\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureOutOfBagError numeric

@data

train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,9,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0.001,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,9,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,9,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0.001,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,9,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,9,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,9,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,9,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0.008,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0.001,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,10,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20190402.0659,1800,200,50,150,0,25,75,0,0,0.375,0.433013,100,100,400,400,0,2,2,0,0,0,0,1,50,1,150,0,0,0,0,0.25,1,0.4,?,0.5,0.25,0.25,0.25,0.75,0.75,?,0.25,?,?,0.5,0.25,?,0.25,0,0,0,0,0,0,940,357588,42388,100,100,?,?,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,173,27,0,86.5,13.5,0,0.82,0.099268,0.246338,26.471406,56.889414,400,141.618403,258.381597,2,0.708092,1.291908,314.71195,1.57356,78.677987,0.94,47,0.033333,5,0.966667,145,0.06,3,0.903846,0.94,0.921569,0.895047,0.974067,0.886456,0.865,0.045,0.955,0.135,0.864125,0.865,0.864433,0.819612,0.9469,0.832843,0.864433,0.865,0.416,0,0.40625,0,406.25,0,15103,357588,42388,95.5,46,?,20,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,163,37,0,81.5,18.5,0,0.753333,0.125171,0.278279,33.378914,64.265783,400,162.538462,237.461538,2,0.812692,1.187308,290.021073,1.450105,72.505268,0.88,44,0.02,3,0.98,147,0.12,6,0.93617,0.88,0.907216,0.878283,0.972733,0.9397,0.815,0.061667,0.938333,0.185,0.818309,0.815,0.816132,0.754806,0.932833,0.800147,0.816132,0.815,0.231,0,0.234375,0,234.375,0,14454,357588,42388,98,57.375,?,18,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,165,35,0,82.5,17.5,0,0.766667,0.112226,0.281009,29.927032,64.896279,400,4456.749333,-4056.749333,2,22.283747,-20.283747,300.079074,1.500395,75.019769,0.84,42,0.013333,2,0.986667,148,0.16,8,0.954545,0.84,0.893617,0.864117,0.933,0.869293,0.825,0.058333,0.941667,0.175,0.832659,0.825,0.827451,0.770047,0.91625,0.771018,0.827451,0.825,0.265,0,0.265625,0,265.625,0,17691,357588,42388,89.5,38.875,?,24,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,167,33,0,83.5,16.5,0,0.78,0.099364,0.270783,26.496969,62.534754,400,2295.187496,-1895.187496,2,11.475937,-9.475937,310.028754,1.550144,77.507189,0.86,43,0.026667,4,0.973333,146,0.14,7,0.914894,0.86,0.886598,0.851049,0.980333,0.919248,0.835,0.055,0.945,0.165,0.841117,0.835,0.836533,0.782719,0.94285,0.815228,0.836533,0.835,0.188,0,0.1875,0,187.5,0,16722,357588,42388,94,37.75,?,27,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,175,25,0,87.5,12.5,0,0.833333,0.080753,0.231264,21.534013,53.408219,400,3327.38317,-2927.38317,2,16.636916,-14.636916,330.401186,1.652006,82.600296,0.94,47,0.026667,4,0.973333,146,0.06,3,0.921569,0.94,0.930693,0.907364,0.984133,0.948857,0.875,0.041667,0.958333,0.125,0.875093,0.875,0.874404,0.833378,0.954783,0.870242,0.874404,0.875,0.202,0,0.203125,0,203.125,0,16539,357588,42388,92,36.375,?,26,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,162,38,0,81,19,0,0.746667,0.121374,0.283847,32.366491,65.551599,400,1235.743537,-835.743537,2,6.178718,-4.178718,292.412029,1.46206,73.103007,0.92,46,0.066667,10,0.933333,140,0.08,4,0.821429,0.92,0.867925,0.822951,0.956667,0.809345,0.81,0.063333,0.936667,0.19,0.807372,0.81,0.806865,0.745498,0.929117,0.773743,0.806865,0.81,0.193,0.001,0.171875,0,171.875,0,14750,357588,42388,96,47.375,?,20,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,175,25,0,87.5,12.5,0,0.833333,0.088958,0.241414,23.722075,55.752226,400,2273.584082,-1873.584082,2,11.36792,-9.36792,323.514867,1.617574,80.878717,1,50,0.033333,5,0.966667,145,0,0,0.909091,1,0.952381,0.937437,0.985267,0.92246,0.875,0.041667,0.958333,0.125,0.88062,0.875,0.874799,0.835741,0.940433,0.821096,0.874799,0.875,0.178,0,0.1875,0,187.5,0,14619,357588,42388,93,40.75,?,20,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,163,37,0,81.5,18.5,0,0.753333,0.125904,0.2767,33.57433,63.901215,400,156.311403,243.688597,2,0.781557,1.218443,289.573678,1.447868,72.393419,0.92,46,0.02,3,0.98,147,0.08,4,0.938776,0.92,0.929293,0.906122,0.980267,0.926553,0.815,0.061667,0.938333,0.185,0.819714,0.815,0.816857,0.75543,0.9317,0.769889,0.816857,0.815,0.151,0,0.140625,0,140.625,0,12274,357588,42388,97,49.25,?,14,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,158,42,0,79,21,0,0.72,0.128777,0.298363,34.340444,68.904082,400,4480.926271,-4080.926271,2,22.404631,-20.404631,283.718621,1.418593,70.929655,0.8,40,0.02,3,0.98,147,0.2,10,0.930233,0.8,0.860215,0.822131,0.9398,0.839838,0.79,0.07,0.93,0.21,0.796849,0.79,0.791601,0.723008,0.910733,0.746857,0.791601,0.79,0.23,0,0.21875,0,218.75,0,17505,357588,42388,92,42.375,?,26,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,1,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,171,29,0,85.5,14.5,0,0.806667,0.105741,0.245632,28.197717,56.72631,400,132.071943,267.928057,2,0.66036,1.33964,309.156489,1.545782,77.289122,0.94,47,0.013333,2,0.986667,148,0.06,3,0.959184,0.94,0.949495,0.93297,0.981667,0.934269,0.855,0.048333,0.951667,0.145,0.861703,0.855,0.854318,0.809739,0.947167,0.818939,0.854318,0.855,0.17,0,0.171875,0,171.875,0,13329,357588,42388,97,45.625,?,16,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,2,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,167,33,0,83.5,16.5,0,0.78,0.114483,0.268508,30.528823,62.009324,400,151.020508,248.979492,2,0.755103,1.244897,300.613016,1.503065,75.153254,0.92,46,0.046667,7,0.953333,143,0.08,4,0.867925,0.92,0.893204,0.856868,0.969067,0.852397,0.835,0.055,0.945,0.165,0.835929,0.835,0.834906,0.780412,0.939467,0.799068,0.834906,0.835,0.159,0,0.15625,0,156.25,0,13084,357588,42388,100,56.25,?,15,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,2,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,165,35,0,82.5,17.5,0,0.766667,0.107489,0.280707,28.663634,64.826514,400,172.780502,227.219498,2,0.863903,1.136097,303.411643,1.517058,75.852911,0.84,42,0.02,3,0.98,147,0.16,8,0.933333,0.84,0.884211,0.8503,0.970067,0.924522,0.825,0.058333,0.941667,0.175,0.832714,0.825,0.826626,0.770132,0.935633,0.796595,0.826626,0.825,0.187,0,0.171875,0,171.875,0,16425,357588,42388,91.5,38.375,?,25,?,?,?
train_nominal-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R20-weka.filters.unsupervised.attribute.NumericToNominal-R19-weka.filters.unsupervised.attribute.NumericToNominal-R18-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.NumericToNominal-R2,2,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20190402.0659,1800,200,172,28,0,86,14,0,0.813333,0.098243,0.251362,26.198104,58.04967,400,3341.285705,-2941.285705,2,16.706429,-14.706429,315.013374,1.575067,78.753343,0.92,46,0.033333,5,0.966667,145,0.08,4,0.901961,0.92,0.910891,0.880872,0.973467,0.880897,0.86,0.046667,0.953333,0.14,0.858865,0.86,0.858314,0.812828,0.9393,0.809206,0.858314,0.86,0.173,0,0.171875,0,171.875,0,15906,357588,42388,95,42.625,?,21,?,?,?
